,Unnamed: 0,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,eos,rules_sum,scores_sum,warning_scores,warning_PAINS
11438,1230,CC(C)SCCN1CCC(Cc2nccn2C)CC1,-1.454,2.371,2.073,0.0,0.706,0.078,0.003,0.012,-4.48,6.00047133048065e-06,0.795,40.3393440246582%,1.602,61.07146072387695%,0.046,0.116,0.031,0.922,0.002,0.076,0.654,0.842,0.011,0.533,12.142,0.671,0.078,0.648,0.173,0.03,0.589,0.74,0.812,0.655,0.003,0.325,0.971,0.494,2.41,2.727,3.585,0.025,0.002,0.009,0.005,0.081,0.017,0.005,0.061,0.004,0.587,0.005,0.005,281.19,297.11,0.946,3,0,21.06,6,2,6,4,0,11,0.545,0,0,0,0,0,0,0,0,1,0.8,2.603,0.8,26.074,-1.625,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11415,4,16,,None
11469,1261,COCCN1C(=O)N[C@@H]2CN(C(=O)C3CC3(C)C)CC[C@@H]21,-1.425,0.952,0.905,0.023,0.135,0.015,0.777,0.936,-5.066,7.644749530300032e-06,0.343,18.103853225708008%,0.768,78.02167510986328%,0.005,0.079,0.043,0.782,0.044,0.261,0.017,0.31,0.039,0.417,3.711,0.406,0.007,0.166,0.182,0.009,0.043,0.054,0.256,0.05,0.003,0.014,0.05,0.255,1.855,2.26,3.357,0.638,0.028,0.026,0.013,0.539,0.045,0.013,0.518,0.004,0.012,0.038,0.007,295.19,296.415,0.996,6,1,61.88,5,3,9,6,0,15,0.333,3,0,0,0,0,1,0,0,2,0.829,3.866,0.867,48.857,-0.447,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11431,4,16,,None
11488,1280,COc1ccccc1C(CNC(=O)c1ccn(C)c(=O)c1)N1CCCC1,-1.344,1.397,1.326,0.012,0.022,0.365,0.058,0.012,-5.092,1.2705855624517426e-05,0.966,39.39295959472656%,2.044,66.02315521240234%,0.076,0.669,0.159,0.885,0.042,0.225,0.188,0.857,0.146,0.594,6.61,0.758,0.277,0.364,0.111,0.158,0.075,0.883,0.046,0.185,0.003,0.01,0.438,0.508,2.815,3.39,4.324,0.009,0.003,0.031,0.006,0.146,0.006,0.003,0.075,0.011,0.004,0.033,0.015,355.19,369.713,0.961,6,1,63.57,7,3,6,6,0,19,0.368,1,0,0,0,0,1,0,0,0,0.86,2.654,0.4,55.857,-1.562,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11441,4,16,,None
11507,1299,COCC1(CNC(=O)C2CCCC(=O)N2)CCC1,-1.499,1.04,0.503,0.48,0.016,0.006,0.006,0.02,-4.751,3.170071431668475e-05,0.72,12.440715789794922%,0.742,80.36407470703125%,0.014,0.231,0.057,0.307,0.05,0.071,0.025,0.167,0.228,0.174,2.913,0.394,0.007,0.678,0.037,0.066,0.699,0.66,0.052,0.97,0.003,0.012,0.076,0.036,1.72,1.949,4.671,0.172,0.003,0.011,0.023,0.138,0.007,0.013,0.091,0.013,0.031,0.027,0.06,254.16,259.383,0.98,5,2,67.43,6,2,6,5,0,12,0.5,1,0,0,0,0,1,1,0,1,0.754,3.167,0.846,32.0,0.191,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11816,4,16,,None
11508,1300,CC1C(=O)NCCCN1C(=O)c1ccc(CN2CCOCC2)cn1,0.127,-0.11,-0.285,0.001,0.004,0.818,0.964,0.981,-5.074,5.6276503528351896e-06,0.846,21.506898880004883%,1.403,74.37530517578125%,0.015,0.096,0.065,0.352,0.024,0.268,0.014,0.438,0.027,0.177,3.949,0.459,0.026,0.206,0.573,0.014,0.183,0.042,0.12,0.062,0.003,0.012,0.054,-0.052,1.86,2.212,3.766,0.012,0.003,0.02,0.014,0.267,0.009,0.006,0.478,0.011,0.015,0.01,0.009,332.18,334.094,0.994,7,1,74.77,4,3,7,7,0,21,0.19,1,0,0,0,0,2,1,0,0,0.86,2.825,0.588,57.481,-1.221,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11817,4,16,,None
11513,1305,CC(C)c1cc(C(=O)NC[C@@H](c2cccs2)N2CCOCC2)[nH]n1,-1.364,2.778,2.141,0.014,0.009,0.009,0.015,0.028,-4.583,4.0042345062829554e-05,0.667,71.5657958984375%,0.942,18.691822052001953%,0.182,0.132,0.825,0.421,0.768,0.278,0.095,0.738,0.595,0.167,4.643,0.112,0.035,0.508,0.58,0.028,0.061,0.72,0.067,0.308,0.003,0.016,0.968,0.304,1.924,3.091,3.821,0.001,0.002,0.016,0.005,0.147,0.024,0.005,0.239,0.007,0.006,0.036,0.006,348.16,343.813,1.013,6,2,70.25,7,3,6,7,0,17,0.412,1,0,0,0,0,1,0,0,2,0.841,3.062,0.529,52.923,-2.402,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS9889,4,16,,None
11518,1310,O=C(COCc1ccccc1)N1CCCC(c2cc[nH]n2)C1,-1.519,1.637,1.578,0.809,0.01,0.047,0.031,0.536,-4.768,2.024975765380077e-05,0.567,59.32844543457031%,1.206,22.881895065307617%,0.046,0.118,0.506,0.173,0.38,0.404,0.09,0.204,0.127,0.244,4.383,0.45,0.111,0.432,0.586,0.017,0.028,0.802,0.33,0.045,0.003,0.09,0.022,0.308,1.969,2.657,4.535,0.189,0.011,0.063,0.121,0.232,0.025,0.059,0.25,0.012,0.019,0.062,0.006,299.16,311.671,0.96,5,1,58.22,6,3,6,5,0,18,0.333,1,0,0,0,0,1,0,0,0,0.922,2.987,0.412,47.833,-1.56,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11821,4,16,,None
11536,1328,CCOc1nnc(CN2CCCC(c3cc(C(N)=O)[nH]n3)C2)s1,-1.609,1.77,1.739,0.002,0.992,0.004,0.013,0.017,-5.047,8.043014531722292e-06,0.922,48.012657165527344%,1.552,46.75608444213867%,0.14,0.311,0.377,0.066,0.178,0.653,0.01,0.411,0.022,0.653,4.586,0.057,0.041,0.135,0.677,0.014,0.048,0.631,0.027,0.588,0.003,0.017,0.319,0.186,1.869,2.729,3.829,0.007,0.008,0.038,0.002,0.055,0.113,0.008,0.16,0.009,0.009,0.018,0.007,336.14,313.919,1.071,8,3,110.02,6,3,6,9,0,17,0.353,1,0,0,0,0,0,0,0,0,0.818,3.465,0.571,55.273,-2.059,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11607,4,16,,None
11552,1344,CCN(C)Cc1cccc(CNS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)c1,-2.718,2.25,2.331,0.013,0.087,0.006,0.003,0.016,-5.067,1.0867722266993953e-05,0.591,62.424312591552734%,1.427,37.86433792114258%,0.287,0.936,0.517,0.772,0.26,0.171,0.875,0.815,0.508,0.927,3.29,0.565,0.657,0.252,0.258,0.013,0.167,0.905,0.027,0.166,0.003,0.014,0.566,0.652,3.768,3.879,4.26,0.006,0.002,0.027,0.007,0.136,0.005,0.005,0.083,0.004,0.002,0.018,0.005,402.17,399.218,1.007,7,1,76.34,7,3,9,8,0,19,0.368,0,0,0,0,0,1,0,0,2,0.654,2.339,0.35,21.0,-1.914,1,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS11615,3,16,,None
11557,1349,CCC1(CC)CNC(=O)C1NC(=O)CCc1ccc(=O)[nH]c1,-2.568,1.352,1.005,0.577,0.885,0.008,0.006,0.003,-5.077,1.1705613360390998e-05,0.914,58.725460052490234%,0.346,49.69873046875%,0.017,0.185,0.295,0.137,0.201,0.196,0.15,0.229,0.257,0.133,5.738,0.674,0.039,0.122,0.095,0.025,0.107,0.883,0.128,0.122,0.003,0.008,0.166,0.105,1.923,2.465,4.456,0.107,0.003,0.017,0.008,0.097,0.007,0.007,0.059,0.03,0.012,0.03,0.038,305.17,314.358,0.971,6,3,91.06,7,2,6,6,0,14,0.5,1,0,0,0,0,1,1,0,0,0.723,3.574,0.562,45.36,0.169,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11836,4,16,,None
11559,1351,Cc1nnc(CN2CCCN(C(=O)c3ccccc3Cl)CC2)n1C,-0.46,1.073,0.11,0.002,0.016,0.096,0.014,0.036,-4.887,1.0211475455434991e-05,0.847,58.19120788574219%,1.826,43.79961013793945%,0.032,0.113,0.109,0.893,0.035,0.211,0.402,0.581,0.066,0.899,4.546,0.637,0.242,0.479,0.289,0.005,0.369,0.075,0.304,0.85,0.003,0.035,0.965,0.065,2.293,2.78,3.104,0.025,0.008,0.023,0.005,0.092,0.024,0.004,0.363,0.015,0.012,0.008,0.006,347.15,340.085,1.021,6,0,54.26,4,3,7,7,0,19,0.211,0,1,0,0,0,1,0,1,0,0.853,2.112,0.471,40.8,-2.333,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11618,4,16,,None
11570,1362,COCc1cccc(C(=O)NC(C)c2nnc3n2CCC3)c1,-1.449,0.886,0.485,0.004,0.774,0.008,0.002,0.677,-4.741,1.402720772603061e-05,0.335,47.0045280456543%,1.631,50.169795989990234%,0.031,0.113,0.049,0.704,0.017,0.085,0.007,0.185,0.055,0.459,3.382,0.706,0.033,0.205,0.494,0.019,0.036,0.2,0.044,0.763,0.003,0.015,0.025,0.495,2.028,3.312,4.036,0.005,0.006,0.015,0.042,0.149,0.039,0.086,0.127,0.016,0.017,0.018,0.011,300.16,305.372,0.983,6,1,69.04,6,3,8,6,0,16,0.375,1,0,0,0,0,1,1,0,0,0.915,2.664,0.438,52.174,-1.844,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11623,4,16,,None
11584,1376,O=C(COc1ccccc1Cl)NC1CCCCNC1=O,-2.947,1.761,1.805,0.228,0.033,0.004,0.004,0.015,-4.642,4.627156522474252e-05,0.966,89.75422668457031%,0.653,10.698336601257324%,0.53,0.137,0.53,0.197,0.218,0.458,0.023,0.185,0.524,0.252,6.314,0.763,0.029,0.082,0.2,0.127,0.408,0.032,0.19,0.16,0.003,0.016,0.028,0.433,2.855,3.258,4.124,0.064,0.005,0.041,0.025,0.275,0.008,0.052,0.242,0.055,0.024,0.04,0.059,296.09,283.98,1.043,5,2,67.43,5,2,7,6,0,15,0.333,1,1,0,0,0,1,1,1,0,0.885,2.464,0.429,38.5,-1.188,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11846,4,16,,None
11598,1390,Cc1cc(OC[C@@H](O)Cn2c(O)cn(C)c2=O)c(C(C)C)cc1Cl,-3.864,3.619,3.734,0.015,0.847,0.006,0.915,0.277,-4.678,1.4290907529357357e-05,0.961,91.80770111083984%,1.008,8.682544708251953%,0.8,0.79,0.616,0.702,0.664,0.757,0.472,0.57,0.529,0.683,5.487,0.768,0.044,0.375,0.158,0.027,0.084,0.903,0.033,0.893,0.003,0.019,0.676,0.776,3.849,4.154,4.486,0.011,0.003,0.227,0.014,0.095,0.015,0.005,0.048,0.005,0.009,0.344,0.032,354.13,344.658,1.027,6,2,76.62,6,2,6,7,0,12,0.5,1,1,0,0,0,1,0,1,1,0.835,3.139,0.471,32.0,-0.935,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS9901,4,16,,None
11611,1403,O=C(NCCN=c1[nH]cc(Cl)cc1Cl)N1CCC(O)CC1,-1.934,1.058,1.557,0.003,0.999,0.008,0.007,0.01,-5.573,1.089058514480712e-05,0.693,57.059024810791016%,1.262,45.346519470214844%,0.147,0.664,0.128,0.119,0.009,0.36,0.7,0.797,0.017,0.429,8.923,0.786,0.081,0.566,0.202,0.004,0.389,0.868,0.199,0.044,0.003,0.011,0.297,-0.111,1.959,2.482,3.99,0.057,0.002,0.038,0.01,0.164,0.005,0.005,0.208,0.017,0.02,0.029,0.024,332.08,297.735,1.115,6,3,80.72,5,2,6,8,0,14,0.357,0,0,0,0,0,2,0,1,0,0.731,3.069,0.538,30.0,-1.116,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11859,4,16,,None
11613,1405,Cc1c(C(=O)NC[C@@H](c2ccsc2)N(C)C)cnn1C,-0.416,1.069,0.544,0.0,0.346,0.082,0.251,0.144,-4.705,2.6125990189029835e-05,0.959,51.855979919433594%,1.886,70.17164611816406%,0.146,0.575,0.446,0.868,0.048,0.447,0.061,0.905,0.022,0.411,7.705,0.299,0.058,0.3,0.464,0.243,0.5,0.913,0.07,0.403,0.003,0.017,0.946,0.192,2.382,4.18,3.496,0.001,0.001,0.022,0.002,0.274,0.004,0.007,0.088,0.003,0.005,0.007,0.002,292.14,291.691,1.002,5,1,50.16,6,2,5,6,0,11,0.545,1,0,0,0,0,1,0,0,1,0.914,2.849,0.429,26.0,-2.779,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11643,4,16,,None
11645,1437,CCOc1ccc(CN(CC)CC(=O)N[C@H]2CCS(=O)(=O)C2)cc1OC,-1.668,1.191,0.177,0.003,0.109,0.014,0.016,0.029,-5.796,1.6635540305287577e-05,0.958,37.98579406738281%,0.796,63.957603454589844%,0.043,0.216,0.076,0.861,0.064,0.247,0.033,0.19,0.103,0.846,7.658,0.891,0.347,0.334,0.235,0.01,0.036,0.087,0.099,0.098,0.003,0.011,0.354,0.34,2.016,2.671,3.119,0.144,0.041,0.008,0.004,0.235,0.361,0.424,0.286,0.142,0.037,0.015,0.371,384.17,376.679,1.02,7,1,84.94,10,2,6,8,0,14,0.714,1,0,0,0,0,1,2,0,2,0.689,2.708,0.611,49.138,-2.122,2,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11657,4,16,,None
11664,1456,CCOc1cc(C(=O)NCC(C)(C)N2CCC(N(C)C)CC2)ccn1,-1.027,1.699,2.059,0.004,0.947,0.005,0.005,0.001,-5.549,5.646068984788144e-06,0.884,33.69007873535156%,1.952,77.77610778808594%,0.023,0.086,0.053,0.917,0.004,0.096,0.406,0.877,0.008,0.659,7.331,0.12,0.326,0.067,0.041,0.011,0.142,0.671,0.786,0.147,0.003,0.013,0.984,0.195,2.122,2.703,3.341,0.025,0.002,0.009,0.002,0.527,0.017,0.007,0.138,0.004,0.004,0.008,0.006,348.25,371.089,0.938,6,1,57.7,8,2,6,6,0,13,0.615,0,0,0,0,0,2,0,0,1,0.817,2.556,0.684,34.688,-1.887,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11665,4,16,,None
11665,1457,NC(=O)CC1CCN(C(=O)NCCOc2ccc3c(c2)OCO3)CC1,-2.496,0.571,0.492,0.003,0.986,0.003,0.018,0.006,-5.194,9.858160410658456e-06,0.973,74.71504974365234%,0.783,15.33654499053955%,0.573,0.168,0.223,0.209,0.15,0.489,0.813,0.807,0.782,0.168,13.571,0.45,0.155,0.162,0.059,0.04,0.002,0.573,0.194,0.903,0.003,0.01,0.008,0.347,1.971,2.667,3.883,0.053,0.044,0.098,0.004,0.561,0.064,0.004,0.467,0.084,0.136,0.087,0.18,349.16,340.678,1.025,8,3,103.12,8,3,9,8,0,18,0.444,0,0,0,0,0,0,1,0,1,0.749,2.267,0.529,39.385,-1.189,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11666,4,16,,None
11672,1464,O=C(NCc1ccnc(N2CCCCC2)c1)NC[C@H]1CCCO1,-3.135,2.41,2.13,0.002,0.984,0.009,0.233,0.062,-5.112,1.085857456928352e-05,0.728,55.06636428833008%,1.036,36.41505432128906%,0.444,0.107,0.558,0.725,0.305,0.084,0.036,0.828,0.268,0.107,3.532,0.331,0.187,0.624,0.1,0.091,0.116,0.857,0.489,0.24,0.003,0.014,0.283,0.449,3.306,2.898,3.643,0.093,0.002,0.057,0.008,0.142,0.003,0.009,0.39,0.01,0.015,0.157,0.008,318.21,327.94,0.97,6,2,66.49,7,3,6,6,0,18,0.389,1,0,0,1,0,2,1,0,0,0.872,2.623,0.647,51.0,-1.766,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS9910,4,16,,None
11673,1465,Cc1nnc2n1CC(C(=O)NCc1cccc(NC(=O)Cn3cccn3)c1)CC2,-1.498,0.468,-0.383,0.004,0.557,0.098,0.009,0.029,-5.611,9.261360901291482e-06,0.466,83.010009765625%,1.556,23.57240104675293%,0.016,0.074,0.082,0.491,0.045,0.29,0.016,0.202,0.15,0.544,2.602,0.747,0.192,0.479,0.258,0.026,0.48,0.572,0.051,0.849,0.003,0.007,0.03,0.169,1.691,2.241,3.708,0.025,0.006,0.138,0.007,0.1,0.033,0.006,0.076,0.01,0.008,0.033,0.007,393.19,391.08,1.005,9,2,106.73,8,4,9,9,0,23,0.348,1,0,0,1,0,0,5,0,1,0.657,2.968,0.35,69.222,-2.521,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11669,4,16,,None
11687,1479,COc1ccc(CCC(=O)NC(C)c2nnc3n2CCC3)cc1,-1.395,1.101,0.58,0.081,0.037,0.01,0.003,0.959,-4.687,1.764802073012106e-05,0.154,62.250450134277344%,1.521,32.31772232055664%,0.029,0.145,0.204,0.887,0.074,0.197,0.029,0.694,0.537,0.572,6.014,0.744,0.071,0.605,0.144,0.022,0.209,0.883,0.069,0.828,0.003,0.016,0.056,0.529,2.217,3.409,5.03,0.041,0.015,0.038,0.011,0.126,0.23,0.042,0.219,0.02,0.014,0.012,0.007,314.17,322.668,0.974,6,1,69.04,7,3,8,6,0,16,0.438,1,0,0,0,0,0,1,0,0,0.886,2.57,0.471,51.84,-1.524,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11675,4,16,,None
11729,1521,COCCN(C)CCCNC(=O)C1Cc2cc(Cl)ccc2O1,-2.102,2.003,1.941,0.003,0.09,0.003,0.002,0.003,-4.479,2.3692760805715807e-05,0.969,62.906246185302734%,2.043,38.6295051574707%,0.097,0.297,0.078,0.933,0.006,0.195,0.874,0.896,0.03,0.696,6.461,0.442,0.219,0.243,0.129,0.189,0.461,0.189,0.61,0.156,0.003,0.01,0.514,0.631,2.311,3.222,3.941,0.277,0.004,0.035,0.03,0.169,0.007,0.013,0.086,0.01,0.01,0.025,0.018,326.14,321.209,1.015,5,1,50.8,9,2,9,6,0,11,0.818,1,1,0,0,0,3,0,1,1,0.739,2.724,0.562,37.92,-1.208,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11694,4,16,,None
11734,1526,CCN(CC)C(=O)CCCC(=O)NC1CCCn2nc(C(C)C)nc21,-0.979,0.885,0.745,0.204,0.077,0.005,0.314,0.054,-4.818,1.316436828346923e-05,0.904,73.1177978515625%,1.497,37.911598205566406%,0.016,0.108,0.111,0.464,0.02,0.096,0.044,0.14,0.072,0.473,6.599,0.38,0.019,0.679,0.501,0.012,0.239,0.1,0.144,0.92,0.003,0.012,0.01,0.37,2.26,3.084,3.886,0.067,0.003,0.025,0.041,0.094,0.125,0.156,0.102,0.01,0.015,0.02,0.024,349.25,364.79,0.957,7,1,80.12,10,2,9,7,0,12,0.833,1,0,0,0,0,1,1,0,1,0.781,3.196,0.778,45.5,-1.453,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11696,4,16,,None
11742,1534,CC(C)NC(=O)Nc1cccc(C(=O)N2CCN(c3ccccc3)CC2)c1,-4.491,3.116,2.912,0.967,0.994,0.095,0.002,0.002,-5.216,5.975986641715281e-05,0.963,92.32351684570312%,1.146,6.08525276184082%,0.198,0.078,0.724,0.699,0.834,0.895,0.029,0.887,0.164,0.621,2.388,0.485,0.385,0.548,0.341,0.005,0.358,0.053,0.309,0.027,0.003,0.033,0.025,0.414,2.847,3.519,3.548,0.579,0.003,0.362,0.004,0.182,0.006,0.005,0.475,0.01,0.004,0.373,0.009,366.21,386.579,0.947,6,2,64.68,7,3,6,6,0,20,0.35,0,0,1,1,0,0,4,0,1,0.873,1.829,0.333,38.857,-1.974,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11700,4,16,,None
11759,1551,CC[C@H](NC(O)c1ccc(=O)n(C)n1)c1ccc(OC)cc1,-1.031,1.29,0.902,0.023,0.669,0.772,0.295,0.07,-4.789,1.78259961103322e-05,0.372,50.59480285644531%,2.028,44.08915710449219%,0.048,0.798,0.185,0.837,0.018,0.551,0.007,0.896,0.047,0.374,6.261,0.414,0.037,0.616,0.202,0.521,0.024,0.837,0.049,0.07,0.003,0.011,0.831,0.565,2.827,3.158,4.077,0.006,0.009,0.009,0.025,0.304,0.011,0.004,0.112,0.019,0.007,0.159,0.281,303.16,311.722,0.973,6,2,76.38,6,2,6,6,0,13,0.462,2,0,0,0,0,0,0,0,1,0.791,3.21,0.375,26.0,-0.801,1,1,0,0,Accepted,Accepted,Accepted,Accepted,EOS11706,4,16,,None
11765,1557,CC(C(=O)Nc1ccc(Cl)cc1C(F)(F)F)N1CCN(CC(=O)N(C)C)CC1,-1.421,2.573,2.37,0.346,0.442,0.004,0.748,0.118,-4.679,1.2840643648814876e-05,0.954,79.375732421875%,1.66,28.778093338012695%,0.047,0.181,0.442,0.936,0.044,0.14,0.222,0.825,0.117,0.804,8.154,0.551,0.482,0.607,0.126,0.031,0.636,0.906,0.146,0.177,0.003,0.007,0.959,0.719,1.995,3.412,3.764,0.592,0.005,0.042,0.006,0.152,0.021,0.005,0.164,0.009,0.007,0.018,0.579,420.15,384.57,1.093,6,1,55.89,8,2,6,10,0,14,0.571,1,1,0,1,0,3,4,3,2,0.794,2.652,0.556,59.143,-2.337,0,0,0,0,Accepted,Accepted,Rejected,Accepted,EOS11926,3,16,,None
11789,1581,C[C@](NC(=O)C=C1CCCCC1)(C(N)=O)c1ccccc1,-2.254,1.859,1.685,0.953,0.009,0.004,0.011,0.252,-4.799,3.1369298085337505e-05,0.995,89.85247039794922%,0.81,6.9564080238342285%,0.153,0.643,0.778,0.891,0.647,0.961,0.018,0.275,0.452,0.746,0.591,0.748,0.058,0.224,0.145,0.015,0.011,0.163,0.878,0.078,0.003,0.06,0.022,0.437,2.185,3.081,3.272,0.014,0.003,0.019,0.008,0.191,0.009,0.007,0.129,0.007,0.19,0.223,0.006,286.17,309.231,0.925,4,3,72.19,5,2,6,4,0,15,0.333,1,1,0,0,0,0,2,3,1,0.834,3.035,0.412,44.417,-0.4,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11937,4,16,,None
11819,1611,Cn1nc(C(=O)NC[C@H]2CCNCC2(F)F)ccc1=O,-0.639,0.259,0.064,0.015,0.803,0.01,0.004,0.014,-5.312,1.1438138244557194e-05,0.531,23.483205795288086%,2.089,81.3580551147461%,0.038,0.144,0.046,0.6,0.013,0.113,0.012,0.513,0.017,0.231,3.863,0.196,0.06,0.264,0.092,0.233,0.408,0.907,0.119,0.138,0.003,0.015,0.908,0.175,2.287,2.937,3.571,0.008,0.003,0.019,0.006,0.109,0.009,0.004,0.083,0.01,0.046,0.006,0.01,286.12,262.152,1.091,6,2,76.02,4,2,6,8,0,14,0.286,1,1,0,0,0,0,0,1,0,0.804,3.407,0.583,49.368,-1.013,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11951,4,16,,None
11823,1615,COc1ccc([C@@H]2CCCN2CCN2CCNC2=O)nc1,-0.911,0.914,0.65,0.002,0.839,0.094,0.886,0.531,-4.839,8.337891813425813e-06,0.967,48.05356979370117%,1.398,61.372764587402344%,0.026,0.29,0.106,0.894,0.018,0.476,0.066,0.909,0.028,0.341,7.441,0.755,0.032,0.485,0.24,0.011,0.214,0.487,0.162,0.628,0.003,0.013,0.947,0.315,2.022,2.463,3.178,0.085,0.003,0.02,0.005,0.236,0.011,0.003,0.577,0.018,0.005,0.022,0.018,290.17,293.349,0.989,6,1,57.7,5,3,6,6,0,17,0.294,1,0,0,0,0,1,0,0,1,0.887,3.048,0.6,52.5,-1.035,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11953,4,16,,None
11830,1622,C[C@@]1(c2ccccc2)CN(C(=O)CCN)CCO1,-0.725,0.866,0.542,0.002,0.068,0.189,0.089,0.032,-5.843,2.874326855817344e-05,0.257,15.387863159179688%,1.157,77.52391815185547%,0.023,0.134,0.047,0.798,0.018,0.19,0.016,0.43,0.109,0.48,5.244,0.463,0.189,0.272,0.033,0.044,0.114,0.061,0.806,0.056,0.041,0.051,0.195,0.358,2.074,2.529,3.882,0.073,0.021,0.085,0.046,0.144,0.006,0.005,0.111,0.012,0.079,0.023,0.018,248.15,262.615,0.945,4,2,55.56,4,2,6,4,0,13,0.308,1,0,0,0,0,1,1,0,0,0.871,2.925,0.5,40.571,-0.2,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11735,4,16,,None
11850,1642,O=C1CN(C(=O)CCn2cccn2)CCN1,-0.064,-1.14,-1.119,0.002,0.625,0.952,0.881,0.944,-5.802,2.036384648818057e-05,0.524,39.0865592956543%,1.356,72.78502655029297%,0.021,0.088,0.09,0.106,0.038,0.338,0.008,0.188,0.012,0.17,4.374,0.755,0.026,0.177,0.442,0.034,0.53,0.033,0.183,0.028,0.003,0.017,0.006,0.06,1.639,1.787,3.008,0.078,0.005,0.016,0.005,0.211,0.017,0.003,0.069,0.006,0.003,0.005,0.007,222.11,215.425,1.031,6,1,67.23,4,2,6,6,0,13,0.308,0,0,0,0,0,0,1,0,0,0.73,2.413,0.5,24.0,-2.647,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS9934,4,16,,None
11860,1652,COCC(=O)NCC(C)(C)c1cccc(Br)c1,-3.057,2.99,2.813,0.608,0.001,0.021,0.003,0.002,-4.443,2.556401159381494e-05,0.964,91.69758605957031%,0.928,16.14087677001953%,0.62,0.575,0.928,0.773,0.438,0.083,0.844,0.211,0.403,0.398,2.313,0.483,0.229,0.152,0.034,0.058,0.452,0.076,0.513,0.075,0.015,0.153,0.05,0.522,3.165,3.72,4.052,0.151,0.004,0.011,0.015,0.101,0.007,0.004,0.043,0.004,0.015,0.043,0.005,299.05,262.163,1.141,3,1,38.33,6,1,6,4,0,7,0.857,0,1,0,0,0,2,0,1,0,0.907,2.131,0.462,9.0,-1.629,1,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11747,4,16,,None
11872,1664,NCCCN1CCc2c(ncn2-c2ccccc2)C1,-0.388,0.958,0.732,0.004,0.01,0.837,0.099,0.77,-5.98,3.2738191748649115e-06,0.624,12.156920433044434%,2.15,72.80086517333984%,0.069,0.23,0.041,0.284,0.003,0.06,0.743,0.784,0.025,0.69,8.518,0.682,0.051,0.194,0.11,0.067,0.295,0.901,0.939,0.112,0.004,0.022,0.773,0.203,2.332,2.55,3.379,0.147,0.076,0.073,0.022,0.092,0.016,0.01,0.263,0.031,0.052,0.01,0.009,256.17,273.132,0.938,4,2,47.08,4,3,9,4,0,16,0.25,0,0,0,0,0,0,1,2,2,0.903,2.409,0.4,32.0,-1.166,0,0,0,0,Accepted,Accepted,Accepted,Accepted,EOS11751,4,16,,None
