,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoMIN
6933,22,32,1,1,0.0789
9282,34,14,1,1,0.0789
6928,22,31,1,1,0.0789
221,1,12,1,1,0.0789
6917,22,29,1,1,0.0789
8340,28,14,1,1,0.0789
9604,35,25,1,1,0.0789
6285,19,23,1,1,0.0789
8691,31,7,1,1,0.0789
9805,37,32,1,1,0.0789
3415,8,26,1,1,0.0789
5820,18,9,1,1,0.0789
3004,7,31,1,1,0.0789
5985,18,32,1,1,0.0789
4716,13,28,1,1,0.0789
6471,21,12,1,1,0.0789
1189,3,12,1,1,0.0789
8717,31,22,1,1,0.0789
8711,31,16,1,1,0.0789
8706,31,15,1,1,0.0789
8701,31,10,1,1,0.0789
6358,19,34,1,1,0.0789
4070,10,19,1,1,0.0789
6570,21,29,1,1,0.0789
7644,25,12,1,1,0.0789
6338,19,29,1,1,0.0789
7730,25,27,1,1,0.0789
6314,19,26,1,1,0.0789
7738,25,28,1,1,0.0789
6345,19,32,1,1,0.0789
7545,24,29,1,1,0.0789
762,2,16,2,1,0.0714
8755,32,1,2,1,0.0714
8789,32,3,2,1,0.0714
2639,6,22,2,1,0.0714
8098,27,14,2,1,0.0714
5368,16,10,2,1,0.0714
1355,3,25,2,1,0.0714
1305,3,22,2,1,0.0714
5404,16,16,2,1,0.0714
5856,18,15,2,1,0.0714
5849,18,14,2,1,0.0714
5219,15,25,2,1,0.0714
3365,8,22,2,1,0.0714
2330,5,32,2,1,0.0714
1747,4,22,2,1,0.0714
2263,5,24,2,1,0.0714
1343,3,24,2,1,0.0714
9763,37,14,2,1,0.0714
8165,27,22,2,1,0.0714
5281,16,2,2,1,0.0714
5268,16,1,2,1,0.0714
9395,34,32,2,1,0.0714
5295,16,3,2,1,0.0714
8773,32,2,2,1,0.0714
5350,16,8,2,1,0.0714
2665,6,24,2,1,0.0714
2225,5,22,2,1,0.0714
390,1,25,2,1,0.0714
5321,16,5,2,1,0.0714
4143,10,25,2,1,0.0714
5335,16,6,2,1,0.0714
915,2,32,2,1,0.0714
821,2,22,2,1,0.0714
5808,18,8,2,1,0.0714
7155,23,14,2,1,0.0714
3467,8,32,2,1,0.0714
451,1,32,2,1,0.0714
1781,4,24,2,1,0.0714
6713,22,8,2,1,0.0714
6589,22,1,2,1,0.0714
275,1,16,2,1,0.0714
6686,22,6,2,1,0.0714
3322,8,18,2,1,0.0714
2144,5,15,2,1,0.0714
1226,3,15,2,1,0.0714
6667,22,5,2,1,0.0714
6610,22,2,2,1,0.0714
2726,6,32,2,1,0.0714
1238,3,16,2,1,0.0714
6648,22,4,2,1,0.0714
6629,22,3,2,1,0.0714
8834,32,6,2,1,0.0714
261,1,15,2,1,0.0714
8818,32,5,2,1,0.0714
6905,22,27,2,1,0.0714
868,2,25,2,1,0.0714
5452,16,22,2,1,0.0714
2675,6,25,2,1,0.0714
4186,10,32,2,1,0.0714
9047,32,34,2,1,0.0714
5462,16,23,2,1,0.0714
6872,22,23,2,1,0.0714
3298,8,16,2,1,0.0714
8880,32,10,2,1,0.0714
6850,22,22,2,1,0.0714
5491,16,27,2,1,0.0714
8802,32,4,2,1,0.0714
8118,27,16,2,1,0.0714
6797,22,16,2,1,0.0714
2156,5,16,2,1,0.0714
1791,4,25,2,1,0.0714
857,2,24,2,1,0.0714
8859,32,8,2,1,0.0714
6745,22,10,2,1,0.0714
5309,16,4,2,1,0.0714
7314,24,1,2,1,0.0714
342,1,22,2,1,0.0714
1690,4,16,2,1,0.0714
7352,24,4,2,1,0.0714
4041,10,16,2,1,0.0714
7339,24,3,2,1,0.0714
7326,24,2,2,1,0.0714
7574,25,1,2,1,0.0714
1838,4,32,2,1,0.0714
5065,14,37,2,1,0.0714
5073,15,1,2,1,0.0714
7582,25,2,2,1,0.0714
5082,15,2,2,1,0.0714
7590,25,3,2,1,0.0714
7598,25,4,2,1,0.0714
7604,25,5,2,1,0.0714
7612,25,6,2,1,0.0714
2573,6,15,2,1,0.0714
5091,15,3,2,1,0.0714
7363,24,5,2,1,0.0714
7377,24,6,2,1,0.0714
7521,24,25,2,1,0.0714
7412,24,10,2,1,0.0714
7445,24,15,2,1,0.0714
7436,24,14,2,1,0.0714
5942,18,24,2,1,0.0714
7464,24,18,2,1,0.0714
5951,18,25,2,1,0.0714
4979,14,23,2,1,0.0714
4923,14,15,2,1,0.0714
9024,32,32,2,1,0.0714
2585,6,16,2,1,0.0714
5211,15,24,2,1,0.0714
4990,14,24,2,1,0.0714
4999,14,25,2,1,0.0714
4032,10,15,2,1,0.0714
8985,32,23,2,1,0.0714
7506,24,24,2,1,0.0714
5014,14,27,2,1,0.0714
379,1,24,2,1,0.0714
4947,14,18,2,1,0.0714
5100,15,4,2,1,0.0714
7269,23,32,2,1,0.0714
7664,25,15,2,1,0.0714
5160,15,14,2,1,0.0714
4099,10,22,2,1,0.0714
7681,25,18,2,1,0.0714
8240,27,32,2,1,0.0714
5145,15,10,2,1,0.0714
7657,25,14,2,1,0.0714
1680,4,15,2,1,0.0714
7711,25,24,2,1,0.0714
9005,32,27,2,1,0.0714
4133,10,24,2,1,0.0714
7720,25,25,2,1,0.0714
2276,5,25,2,1,0.0714
7168,23,16,2,1,0.0714
1410,3,32,2,1,0.0714
5116,15,6,2,1,0.0714
5167,15,15,2,1,0.0714
5184,15,18,2,1,0.0714
7638,25,10,2,1,0.0714
750,2,15,2,1,0.0714
5107,15,5,2,1,0.0714
7209,23,22,2,1,0.0714
2167,5,17,2,5,0.0625
2168,5,17,4,4,0.0625
3328,8,18,4,2,0.0625
8195,27,25,4,4,0.0625
3514,8,37,4,1,0.0625
3515,8,37,4,4,0.0625
4066,10,18,4,2,0.0625
3386,8,23,2,5,0.0625
3370,8,22,4,1,0.0625
3327,8,18,4,1,0.0625
8230,27,30,4,4,0.0625
4196,10,33,2,5,0.0625
3525,9,1,4,2,0.0625
3190,8,8,2,5,0.0625
9053,32,34,4,2,0.0625
8222,27,28,4,4,0.0625
3540,9,2,4,2,0.0625
2116,5,13,2,5,0.0625
8849,32,7,4,1,0.0625
8139,27,18,4,1,0.0625
8850,32,7,4,4,0.0625
8140,27,18,4,2,0.0625
3511,8,37,2,5,0.0625
3178,8,7,4,4,0.0625
3503,8,35,4,2,0.0625
4065,10,18,4,1,0.0625
2160,5,16,4,1,0.0625
6134,19,7,4,4,0.0625
4104,10,22,4,1,0.0625
2161,5,16,4,2,0.0625
8258,27,34,4,2,0.0625
4053,10,17,4,4,0.0625
4052,10,17,2,5,0.0625
1112,3,7,2,5,0.0625
6133,19,7,4,1,0.0625
3212,8,9,4,2,0.0625
8121,27,16,4,1,0.0625
3555,9,3,4,2,0.0625
8122,27,16,4,2,0.0625
8269,27,35,4,1,0.0625
8665,30,35,4,4,0.0625
8270,27,35,4,2,0.0625
8661,30,27,4,4,0.0625
8659,30,24,4,4,0.0625
3478,8,33,2,5,0.0625
4046,10,16,4,2,0.0625
4105,10,22,4,2,0.0625
3492,8,34,4,2,0.0625
4045,10,16,4,1,0.0625
8648,30,6,4,4,0.0625
8279,27,37,4,1,0.0625
8280,27,37,4,4,0.0625
3502,8,35,4,1,0.0625
8171,27,22,4,2,0.0625
3585,9,5,4,2,0.0625
278,1,16,4,1,0.0625
3826,10,2,2,5,0.0625
3256,8,13,2,5,0.0625
8930,32,16,4,2,0.0625
8929,32,16,4,1,0.0625
8352,28,17,4,4,0.0625
1871,4,35,4,2,0.0625
3763,9,27,4,2,0.0625
8911,32,14,4,4,0.0625
8910,32,14,4,2,0.0625
2185,5,18,4,2,0.0625
1990,5,5,2,5,0.0625
3733,9,23,4,2,0.0625
8158,27,21,4,4,0.0625
3963,10,9,4,2,0.0625
348,1,22,4,1,0.0625
3701,9,19,4,2,0.0625
1116,3,7,4,1,0.0625
349,1,22,4,2,0.0625
3942,10,8,2,5,0.0625
1942,5,3,2,5,0.0625
1870,4,35,4,1,0.0625
1880,4,37,4,1,0.0625
8170,27,22,4,1,0.0625
3891,10,5,2,5,0.0625
8386,28,27,4,4,0.0625
3926,10,7,2,5,0.0625
3929,10,7,4,1,0.0625
3174,8,7,2,5,0.0625
8947,32,18,4,4,0.0625
8946,32,18,4,2,0.0625
8945,32,18,4,1,0.0625
8405,28,35,4,4,0.0625
3930,10,7,4,4,0.0625
1916,5,2,2,5,0.0625
8375,28,24,4,4,0.0625
1881,4,37,4,4,0.0625
1117,3,7,4,4,0.0625
3849,10,3,2,5,0.0625
3240,8,11,2,5,0.0625
2184,5,18,4,1,0.0625
304,1,18,4,2,0.0625
4005,10,13,2,5,0.0625
3302,8,16,4,2,0.0625
8556,29,19,4,4,0.0625
2071,5,9,4,2,0.0625
3615,9,8,4,2,0.0625
8187,27,24,4,4,0.0625
8314,28,6,4,4,0.0625
3598,9,6,4,2,0.0625
3308,8,17,2,5,0.0625
2087,5,10,2,5,0.0625
285,1,17,4,4,0.0625
3309,8,17,4,4,0.0625
3177,8,7,4,1,0.0625
8584,29,24,4,4,0.0625
3227,8,10,2,5,0.0625
3570,9,4,4,2,0.0625
2104,5,11,2,5,0.0625
8591,29,25,4,4,0.0625
279,1,16,4,2,0.0625
3994,10,11,2,5,0.0625
3301,8,16,4,1,0.0625
4118,10,23,2,5,0.0625
3631,9,9,4,2,0.0625
3684,9,17,4,4,0.0625
8973,32,22,4,1,0.0625
3671,9,14,4,4,0.0625
8513,29,13,4,4,0.0625
8974,32,22,4,2,0.0625
303,1,18,4,1,0.0625
3670,9,14,4,2,0.0625
2030,5,7,2,5,0.0625
8975,32,22,4,4,0.0625
3977,10,10,2,5,0.0625
1861,4,34,4,2,0.0625
2034,5,7,4,1,0.0625
2035,5,7,4,4,0.0625
3647,9,10,4,2,0.0625
2047,5,8,2,5,0.0625
8539,29,16,4,4,0.0625
8542,29,17,4,4,0.0625
4206,10,34,4,2,0.0625
9743,37,8,4,4,0.0625
1129,3,8,2,5,0.0625
6820,22,18,4,2,0.0625
1266,3,18,4,1,0.0625
827,2,22,4,1,0.0625
828,2,22,4,2,0.0625
6857,22,22,4,2,0.0625
6856,22,22,4,1,0.0625
9499,35,6,4,1,0.0625
9500,35,6,4,2,0.0625
2778,7,1,4,4,0.0625
5494,16,27,4,1,0.0625
5495,16,27,4,2,0.0625
2777,7,1,4,1,0.0625
6835,22,19,4,2,0.0625
6834,22,19,4,1,0.0625
842,2,23,2,5,0.0625
9513,35,8,4,1,0.0625
1267,3,18,4,2,0.0625
5467,16,23,4,2,0.0625
5924,18,22,4,2,0.0625
5455,16,22,4,1,0.0625
5437,16,19,4,2,0.0625
5445,16,21,4,4,0.0625
6911,22,27,4,2,0.0625
6910,22,27,4,1,0.0625
9479,35,4,4,1,0.0625
9480,35,4,4,2,0.0625
5456,16,22,4,2,0.0625
5466,16,23,4,1,0.0625
6891,22,25,4,4,0.0625
9489,35,5,4,1,0.0625
6878,22,23,4,2,0.0625
6877,22,23,4,1,0.0625
9490,35,5,4,2,0.0625
2354,5,34,4,2,0.0625
5508,16,29,4,4,0.0625
6819,22,18,4,1,0.0625
2788,7,2,2,5,0.0625
9514,35,8,4,2,0.0625
2744,6,34,4,2,0.0625
5541,16,35,4,1,0.0625
5542,16,35,4,2,0.0625
861,2,24,4,4,0.0625
9562,35,18,4,1,0.0625
5553,17,1,4,4,0.0625
9563,35,18,4,2,0.0625
6751,22,10,4,2,0.0625
6750,22,10,4,1,0.0625
5560,17,2,2,5,0.0625
5561,17,2,4,4,0.0625
9760,37,13,2,5,0.0625
5566,17,3,2,5,0.0625
9572,35,19,4,1,0.0625
5567,17,3,4,4,0.0625
5923,18,22,4,1,0.0625
6769,22,13,4,4,0.0625
9551,35,16,4,2,0.0625
6801,22,16,4,2,0.0625
2767,6,37,4,4,0.0625
2766,6,37,4,1,0.0625
2756,6,35,4,2,0.0625
9528,35,10,4,1,0.0625
6803,22,17,4,4,0.0625
9529,35,10,4,2,0.0625
6800,22,16,4,1,0.0625
9550,35,16,4,1,0.0625
2755,6,35,4,1,0.0625
5520,16,32,4,1,0.0625
5521,16,32,4,2,0.0625
9534,35,13,4,4,0.0625
5530,16,34,4,1,0.0625
5531,16,34,4,2,0.0625
5436,16,19,4,1,0.0625
813,2,21,4,4,0.0625
5571,17,4,4,4,0.0625
5353,16,8,4,1,0.0625
1328,3,23,2,5,0.0625
7058,23,5,2,5,0.0625
2830,7,5,4,4,0.0625
5312,16,4,4,1,0.0625
9401,34,32,4,2,0.0625
5313,16,4,4,2,0.0625
2829,7,5,4,1,0.0625
5325,16,5,4,1,0.0625
5326,16,5,4,2,0.0625
2825,7,5,2,5,0.0625
787,2,18,4,1,0.0625
788,2,18,4,2,0.0625
5338,16,6,4,1,0.0625
5339,16,6,4,2,0.0625
2817,7,4,4,4,0.0625
5300,16,3,4,2,0.0625
5299,16,3,4,1,0.0625
5286,16,2,4,2,0.0625
2840,7,6,4,1,0.0625
7125,23,10,2,5,0.0625
766,2,16,4,1,0.0625
9378,34,27,4,2,0.0625
767,2,16,4,2,0.0625
7112,23,9,4,2,0.0625
2841,7,6,4,4,0.0625
773,2,17,2,5,0.0625
5285,16,2,4,1,0.0625
7097,23,8,2,5,0.0625
5271,16,1,4,1,0.0625
5272,16,1,4,2,0.0625
7087,23,7,4,4,0.0625
7086,23,7,4,1,0.0625
7084,23,7,2,5,0.0625
7026,23,3,2,5,0.0625
5354,16,8,4,2,0.0625
9470,35,3,4,2,0.0625
1312,3,22,4,2,0.0625
6967,22,34,4,4,0.0625
6966,22,34,4,2,0.0625
6965,22,34,4,1,0.0625
9449,35,1,4,1,0.0625
9450,35,1,4,2,0.0625
2793,7,2,4,4,0.0625
5424,16,18,4,1,0.0625
5425,16,18,4,2,0.0625
6945,22,32,4,4,0.0625
6944,22,32,4,2,0.0625
6943,22,32,4,1,0.0625
9459,35,2,4,1,0.0625
9460,35,2,4,2,0.0625
2792,7,2,4,1,0.0625
9469,35,3,4,1,0.0625
2801,7,3,2,5,0.0625
9439,34,37,4,4,0.0625
9438,34,37,4,1,0.0625
2806,7,3,4,4,0.0625
1311,3,22,4,1,0.0625
5372,16,10,4,1,0.0625
5373,16,10,4,2,0.0625
7008,23,2,2,5,0.0625
9417,34,34,4,2,0.0625
2342,5,33,2,5,0.0625
9430,34,35,4,1,0.0625
6977,22,35,4,1,0.0625
5408,16,16,4,1,0.0625
9431,34,35,4,2,0.0625
9432,34,35,4,4,0.0625
2805,7,3,4,1,0.0625
5409,16,16,4,2,0.0625
6978,22,35,4,2,0.0625
9573,35,19,4,2,0.0625
5576,17,5,2,5,0.0625
2849,7,7,2,5,0.0625
2378,5,37,4,4,0.0625
5761,18,4,4,1,0.0625
5762,18,4,4,2,0.0625
2677,6,25,4,4,0.0625
9675,37,1,4,1,0.0625
9676,37,1,4,4,0.0625
5777,18,5,4,1,0.0625
5778,18,5,4,2,0.0625
1186,3,11,2,5,0.0625
2377,5,37,4,1,0.0625
2668,6,24,4,4,0.0625
9682,37,2,2,5,0.0625
5794,18,6,4,1,0.0625
5795,18,6,4,2,0.0625
9686,37,2,4,1,0.0625
9687,37,2,4,4,0.0625
2373,5,37,2,5,0.0625
962,2,37,4,4,0.0625
961,2,37,4,1,0.0625
5728,18,2,4,2,0.0625
1198,3,13,2,5,0.0625
9651,35,34,4,1,0.0625
9652,35,34,4,2,0.0625
9653,35,34,4,4,0.0625
950,2,35,4,2,0.0625
5727,18,2,4,1,0.0625
9661,35,35,4,1,0.0625
2608,6,18,4,2,0.0625
6499,21,17,4,4,0.0625
957,2,37,2,5,0.0625
9662,35,35,4,2,0.0625
5744,18,3,4,1,0.0625
2607,6,18,4,1,0.0625
5745,18,3,4,2,0.0625
6435,21,6,4,4,0.0625
5813,18,8,4,1,0.0625
949,2,35,4,1,0.0625
5814,18,8,4,2,0.0625
6366,19,34,4,2,0.0625
9725,37,6,4,1,0.0625
5869,18,16,4,1,0.0625
9726,37,6,4,4,0.0625
9730,37,7,2,5,0.0625
9732,37,7,4,1,0.0625
5870,18,16,4,2,0.0625
5873,18,17,4,4,0.0625
9733,37,7,4,4,0.0625
9739,37,8,2,5,0.0625
997,3,2,2,5,0.0625
6340,19,29,4,4,0.0625
5887,18,18,4,1,0.0625
9742,37,8,4,1,0.0625
5888,18,18,4,2,0.0625
2630,6,21,4,4,0.0625
9718,37,5,4,4,0.0625
9717,37,5,4,1,0.0625
2644,6,22,4,1,0.0625
9693,37,3,2,5,0.0625
9697,37,3,4,1,0.0625
9698,37,3,4,4,0.0625
5836,18,10,4,1,0.0625
5837,18,10,4,2,0.0625
2645,6,22,4,2,0.0625
5845,18,13,4,4,0.0625
6376,19,35,4,1,0.0625
9706,37,4,4,1,0.0625
9707,37,4,4,4,0.0625
6383,19,37,4,4,0.0625
6382,19,37,4,1,0.0625
9713,37,5,2,5,0.0625
6377,19,35,4,2,0.0625
5711,18,1,4,2,0.0625
5710,18,1,4,1,0.0625
5577,17,5,4,4,0.0625
9752,37,10,4,1,0.0625
5608,17,11,2,5,0.0625
9596,35,23,4,2,0.0625
6674,22,5,4,2,0.0625
6673,22,5,4,1,0.0625
1242,3,16,4,1,0.0625
5618,17,13,2,5,0.0625
9601,35,24,4,4,0.0625
6655,22,4,4,2,0.0625
6654,22,4,4,1,0.0625
9753,37,10,4,4,0.0625
6310,19,25,4,4,0.0625
9606,35,25,4,4,0.0625
6636,22,3,4,2,0.0625
6635,22,3,4,1,0.0625
5635,17,17,2,5,0.0625
9595,35,23,4,1,0.0625
1243,3,16,4,2,0.0625
5605,17,10,4,4,0.0625
9586,35,22,4,1,0.0625
9576,35,21,4,4,0.0625
6720,22,8,4,2,0.0625
6719,22,8,4,1,0.0625
1250,3,17,4,4,0.0625
5587,17,7,2,5,0.0625
1249,3,17,2,5,0.0625
9756,37,11,2,5,0.0625
5604,17,10,2,5,0.0625
9587,35,22,4,2,0.0625
5593,17,8,2,5,0.0625
5594,17,8,4,4,0.0625
6692,22,6,4,2,0.0625
6691,22,6,4,1,0.0625
5600,17,9,4,4,0.0625
5636,17,17,4,4,0.0625
6617,22,2,4,2,0.0625
2705,6,28,4,4,0.0625
6616,22,2,4,1,0.0625
6572,21,29,4,4,0.0625
2715,6,30,4,4,0.0625
6567,21,28,4,4,0.0625
939,2,34,4,2,0.0625
6563,21,27,4,4,0.0625
2365,5,35,4,1,0.0625
9749,37,10,2,5,0.0625
5690,17,33,2,5,0.0625
9631,35,30,4,4,0.0625
2366,5,35,4,2,0.0625
5699,17,37,2,5,0.0625
9641,35,32,4,1,0.0625
6536,21,23,4,4,0.0625
9642,35,32,4,2,0.0625
9643,35,32,4,4,0.0625
5680,17,29,4,4,0.0625
5677,17,28,4,4,0.0625
6576,21,30,4,4,0.0625
5656,17,22,4,4,0.0625
9618,35,27,4,1,0.0625
9619,35,27,4,2,0.0625
5644,17,18,4,4,0.0625
5647,17,19,4,4,0.0625
5902,18,19,4,2,0.0625
5652,17,21,4,4,0.0625
5901,18,19,4,1,0.0625
6580,21,35,4,4,0.0625
6596,22,1,4,2,0.0625
6595,22,1,4,1,0.0625
927,2,33,2,5,0.0625
5664,17,23,2,5,0.0625
9625,35,28,4,4,0.0625
5666,17,24,4,4,0.0625
7138,23,11,2,5,0.0625
2816,7,4,4,1,0.0625
3371,8,22,4,2,0.0625
1754,4,22,4,2,0.0625
9804,37,27,4,4,0.0625
2248,5,23,2,5,0.0625
1753,4,22,4,1,0.0625
7553,24,30,4,4,0.0625
1169,3,10,2,5,0.0625
3094,8,3,2,5,0.0625
9105,33,13,2,5,0.0625
9202,34,4,4,2,0.0625
7561,24,35,4,4,0.0625
9810,37,32,4,1,0.0625
4749,13,37,2,5,0.0625
6238,19,18,4,2,0.0625
6237,19,18,4,1,0.0625
3072,8,2,2,5,0.0625
5968,18,27,4,1,0.0625
9811,37,32,4,4,0.0625
2520,6,9,4,2,0.0625
4735,13,33,2,5,0.0625
491,1,35,4,1,0.0625
6008,18,34,4,4,0.0625
6007,18,34,4,2,0.0625
492,1,35,4,2,0.0625
9812,37,33,2,5,0.0625
9818,37,34,4,1,0.0625
7614,25,6,4,4,0.0625
7146,23,13,2,5,0.0625
603,2,5,2,5,0.0625
7548,24,29,4,4,0.0625
9803,37,27,4,1,0.0625
9790,37,23,4,1,0.0625
7542,24,28,4,4,0.0625
9791,37,23,4,4,0.0625
7458,24,17,4,4,0.0625
9228,34,6,4,2,0.0625
2494,6,7,4,1,0.0625
2495,6,7,4,4,0.0625
5953,18,25,4,4,0.0625
2588,6,16,4,1,0.0625
9095,33,10,2,5,0.0625
4867,14,9,4,4,0.0625
1693,4,16,4,1,0.0625
7499,24,23,4,4,0.0625
6162,19,9,4,2,0.0625
9214,34,5,4,2,0.0625
4346,11,33,2,5,0.0625
659,2,8,2,5,0.0625
2972,7,23,2,5,0.0625
6017,18,35,4,2,0.0625
9097,33,11,2,5,0.0625
647,2,7,4,4,0.0625
646,2,7,4,1,0.0625
6016,18,35,4,1,0.0625
2974,7,23,4,1,0.0625
4356,11,37,2,5,0.0625
2975,7,23,4,4,0.0625
478,1,34,4,2,0.0625
7536,24,27,4,4,0.0625
642,2,7,2,5,0.0625
9819,37,34,4,4,0.0625
9189,34,3,4,2,0.0625
5969,18,27,4,2,0.0625
6006,18,34,4,1,0.0625
1712,4,18,4,1,0.0625
9128,33,23,2,5,0.0625
4485,13,2,2,5,0.0625
3040,7,37,4,4,0.0625
9829,37,37,4,1,0.0625
7733,25,27,4,4,0.0625
535,2,2,2,5,0.0625
4588,13,11,2,5,0.0625
3039,7,37,4,1,0.0625
7744,25,29,4,4,0.0625
3037,7,37,2,5,0.0625
4577,13,10,2,5,0.0625
7756,25,35,4,4,0.0625
4498,13,3,2,5,0.0625
9830,37,37,4,4,0.0625
4555,13,8,2,5,0.0625
9149,33,37,2,5,0.0625
3028,7,34,4,1,0.0625
148,1,7,4,1,0.0625
3029,7,34,4,4,0.0625
149,1,7,4,4,0.0625
4542,13,7,2,5,0.0625
2553,6,13,4,4,0.0625
9142,33,33,2,5,0.0625
5994,18,32,4,1,0.0625
1697,4,17,4,4,0.0625
1694,4,16,4,2,0.0625
9160,34,1,4,2,0.0625
4605,13,13,2,5,0.0625
3018,7,33,2,5,0.0625
7683,25,18,4,4,0.0625
9117,33,17,2,5,0.0625
2995,7,27,4,1,0.0625
1071,3,5,2,5,0.0625
2996,7,27,4,4,0.0625
1590,4,7,4,1,0.0625
1591,4,7,4,4,0.0625
6193,19,13,4,4,0.0625
5996,18,32,4,4,0.0625
4683,13,23,2,5,0.0625
6225,19,17,4,4,0.0625
9176,34,2,4,2,0.0625
5995,18,32,4,2,0.0625
501,1,37,4,1,0.0625
9825,37,37,2,5,0.0625
3012,7,32,4,1,0.0625
7688,25,19,4,4,0.0625
4643,13,17,2,5,0.0625
502,1,37,4,4,0.0625
3013,7,32,4,4,0.0625
6220,19,16,4,2,0.0625
7696,25,21,4,4,0.0625
1624,4,9,4,2,0.0625
559,2,3,2,5,0.0625
7702,25,22,4,4,0.0625
6219,19,16,4,1,0.0625
1713,4,18,4,2,0.0625
681,2,9,4,2,0.0625
4866,14,9,4,2,0.0625
4328,11,23,2,5,0.0625
9324,34,18,4,4,0.0625
9322,34,18,4,1,0.0625
7241,23,24,4,4,0.0625
9072,32,37,4,4,0.0625
4240,11,2,2,5,0.0625
8066,27,9,4,2,0.0625
9773,37,17,2,5,0.0625
1419,3,33,2,5,0.0625
2231,5,22,4,1,0.0625
9306,34,16,4,2,0.0625
4245,11,3,2,5,0.0625
9305,34,16,4,1,0.0625
9076,33,2,2,5,0.0625
7280,23,33,2,5,0.0625
2886,7,10,2,5,0.0625
4252,11,5,2,5,0.0625
3135,8,5,2,5,0.0625
2889,7,10,4,1,0.0625
7289,23,34,4,2,0.0625
4949,14,18,4,4,0.0625
2896,7,11,2,5,0.0625
7297,23,35,4,1,0.0625
7298,23,35,4,2,0.0625
1431,3,34,4,2,0.0625
7306,23,37,2,5,0.0625
1023,3,3,2,5,0.0625
9078,33,3,2,5,0.0625
7308,23,37,4,1,0.0625
9323,34,18,4,2,0.0625
9071,32,37,4,1,0.0625
8044,27,7,4,4,0.0625
4229,10,37,4,4,0.0625
9063,32,35,4,1,0.0625
8090,27,13,4,4,0.0625
2853,7,7,4,1,0.0625
2854,7,7,4,4,0.0625
9358,34,23,4,2,0.0625
7172,23,16,4,1,0.0625
7173,23,16,4,2,0.0625
7176,23,17,2,5,0.0625
9064,32,35,4,2,0.0625
9065,32,35,4,4,0.0625
1153,3,9,4,2,0.0625
7184,23,18,4,1,0.0625
4217,10,35,4,1,0.0625
7185,23,18,4,2,0.0625
2865,7,8,2,5,0.0625
9348,34,22,4,4,0.0625
4218,10,35,4,2,0.0625
4225,10,37,2,5,0.0625
9347,34,22,4,2,0.0625
9346,34,22,4,1,0.0625
4228,10,37,4,1,0.0625
7214,23,22,4,1,0.0625
7215,23,22,4,2,0.0625
9333,34,19,4,2,0.0625
2869,7,8,4,1,0.0625
2870,7,8,4,4,0.0625
7227,23,23,2,5,0.0625
7309,23,37,4,4,0.0625
2890,7,10,4,4,0.0625
6279,19,22,4,2,0.0625
9086,33,7,2,5,0.0625
5043,14,32,4,2,0.0625
712,2,11,2,5,0.0625
9253,34,8,4,2,0.0625
4280,11,10,2,5,0.0625
5935,18,23,4,1,0.0625
1441,3,35,4,1,0.0625
7380,24,6,4,4,0.0625
1442,3,35,4,2,0.0625
4285,11,11,2,5,0.0625
2936,7,17,2,5,0.0625
5936,18,23,4,2,0.0625
1449,3,37,2,5,0.0625
9081,33,5,2,5,0.0625
1453,3,37,4,1,0.0625
4299,11,13,2,5,0.0625
1454,3,37,4,4,0.0625
2589,6,16,4,2,0.0625
695,2,10,2,5,0.0625
9240,34,7,4,4,0.0625
9239,34,7,4,1,0.0625
2949,7,19,4,1,0.0625
2950,7,19,4,4,0.0625
9091,33,8,2,5,0.0625
4314,11,17,2,5,0.0625
4271,11,8,2,5,0.0625
9788,37,23,2,5,0.0625
4519,13,5,2,5,0.0625
2232,5,22,4,2,0.0625
5044,14,32,4,4,0.0625
9777,37,19,4,1,0.0625
723,2,13,2,5,0.0625
9778,37,19,4,4,0.0625
9267,34,10,4,2,0.0625
2911,7,13,2,5,0.0625
6278,19,22,4,1,0.0625
186,1,9,4,2,0.0625
4263,11,7,2,5,0.0625
8043,27,7,4,1,0.0625
9046,32,34,1,4,0.05264
3111,8,4,1,4,0.05264
9059,32,35,1,4,0.05264
2641,6,22,2,4,0.05264
9062,32,35,2,4,0.05264
3034,7,37,1,1,0.05264
3337,8,19,1,4,0.05264
158,1,8,1,4,0.05264
2438,6,4,1,4,0.05264
2499,6,8,1,4,0.05264
8801,32,4,1,4,0.05264
2243,5,23,1,4,0.05264
2615,6,19,1,4,0.05264
9660,35,35,2,4,0.05264
9657,35,35,1,4,0.05264
3351,8,21,1,1,0.05264
2638,6,22,1,4,0.05264
2224,5,22,1,4,0.05264
2519,6,9,2,4,0.05264
197,1,10,1,4,0.05264
8817,32,5,1,4,0.05264
9640,35,32,2,4,0.05264
2651,6,23,1,4,0.05264
8788,32,3,1,4,0.05264
183,1,9,2,4,0.05264
2384,6,1,1,4,0.05264
9637,35,32,1,4,0.05264
3367,8,22,2,4,0.05264
3089,8,3,1,4,0.05264
9632,35,31,1,1,0.05264
3067,8,2,1,4,0.05264
3364,8,22,1,4,0.05264
3046,8,1,1,4,0.05264
9049,32,34,2,4,0.05264
2420,6,3,1,4,0.05264
2528,6,10,1,4,0.05264
3130,8,5,1,4,0.05264
2177,5,18,1,4,0.05264
9727,37,7,1,1,0.05264
9647,35,34,1,4,0.05264
9650,35,34,2,4,0.05264
2689,6,27,1,4,0.05264
3152,8,6,1,4,0.05264
9371,34,27,1,4,0.05264
