,7nio_A_fpocket,7nio_E_fpocket,7nio_A_p2rank,7nio_E_p2rank,IoU
2370,5,37,1,6,0.00784
4390,12,10,8,9,0.00784
2572,6,15,1,6,0.00784
4896,14,13,1,6,0.00784
7681,25,18,2,1,0.00784
7149,23,13,4,4,0.00784
4387,12,8,11,6,0.00784
4386,12,8,9,10,0.00784
4385,12,8,7,5,0.00784
8877,32,10,1,1,0.007812
1744,4,22,1,2,0.007812
6326,19,27,4,1,0.007812
1844,4,32,4,1,0.007812
3362,8,22,1,2,0.007812
8530,29,15,1,3,0.007812
6802,22,16,4,4,0.007812
3696,9,19,1,3,0.007812
4721,13,29,1,6,0.007812
7489,24,22,1,1,0.007812
4565,13,8,11,6,0.007812
4884,14,11,6,8,0.007782
9225,34,6,3,1,0.007782
7288,23,34,4,1,0.007782
6157,19,9,1,3,0.007782
4023,10,14,4,2,0.007782
9710,37,5,1,6,0.007782
5018,14,27,4,4,0.007782
1262,3,18,2,2,0.007782
8808,32,4,4,1,0.007782
6339,19,29,1,3,0.00775
5637,17,17,6,5,0.00775
4631,13,15,7,5,0.00775
4685,13,23,3,7,0.00775
8102,27,14,4,4,0.00775
3491,8,34,4,1,0.00775
4305,11,14,6,8,0.00775
7206,23,22,1,1,0.00775
8652,30,13,4,4,0.00775
4895,14,13,1,3,0.00775
6432,21,6,1,3,0.00775
3678,9,15,9,10,0.00775
8537,29,16,1,3,0.00772
4844,14,7,7,5,0.00772
3165,8,6,8,9,0.00772
3168,8,6,11,6,0.00772
7710,25,24,1,6,0.00772
5012,14,27,1,2,0.00772
6462,21,10,1,3,0.00772
5809,18,8,2,2,0.00772
2881,7,9,5,7,0.00772
1412,3,32,2,4,0.00772
1416,3,32,4,2,0.00772
8119,27,16,2,2,0.00772
5449,16,22,1,2,0.00772
3608,9,7,5,7,0.00772
4080,10,19,4,1,0.00772
4072,10,19,1,3,0.00769
3278,8,14,11,6,0.00769
4021,10,14,2,4,0.00769
3276,8,14,8,9,0.00769
3275,8,14,7,5,0.00769
6551,21,25,1,3,0.00769
5160,15,14,2,1,0.00769
8096,27,14,1,2,0.00769
4878,14,10,4,2,0.00769
2923,7,14,7,5,0.00769
6865,22,22,12,2,0.00769
7748,25,31,1,1,0.00769
2700,6,27,9,10,0.00769
3773,9,29,1,3,0.00769
1258,3,18,1,3,0.00769
2902,7,12,1,1,0.00769
9023,32,32,1,4,0.00769
6854,22,22,3,3,0.00769
7923,26,29,1,3,0.00769
7128,23,10,3,7,0.00769
912,2,32,1,2,0.007664
915,2,32,2,1,0.007664
7519,24,25,1,3,0.007664
4018,10,14,1,6,0.007664
4016,10,14,1,2,0.007664
5017,14,27,4,2,0.007664
3752,9,25,9,10,0.007664
4011,10,13,7,5,0.007664
2584,6,16,1,6,0.007664
